stateabb1,stateabb2,year
NIC,GUA,1997
NIC,GUY,1997
NIC,HAI,1997
NIC,HON,1997
NIC,JAM,1997
NIC,MEX,1997
NIC,PAN,1997
NIC,PAR,1997
NIC,PER,1997
NIC,SAL,1997
NIC,SKN,1997
NIC,SLU,1997
NIC,SUR,1997
NIC,SVG,1997
NIC,TRI,1997
NIC,URU,1997
NIC,USA,1997
NIC,VEN,1997
NIG,BEN,1997
NIG,BFO,1997
NIG,CDI,1997
NIG,GAM,1997
NIG,GHA,1997
NIG,GNB,1997
NIG,GUI,1997
NIG,LBR,1997
NIG,MAA,1997
NIG,NIR,1997
NIG,SEN,1997
NIG,SIE,1997
NIG,TOG,1997
NIR,BEN,1997
NIR,BFO,1997
NIR,CDI,1997
NIR,GAM,1997
NIR,GHA,1997
NIR,GNB,1997
NIR,GUI,1997
NIR,LBR,1997
NIR,MAA,1997
NIR,MLI,1997
NIR,NIG,1997
NIR,SEN,1997
NIR,SIE,1997
NIR,TOG,1997
NOR,BEL,1997
NOR,CAN,1997
NOR,CZR,1997
NOR,DEN,1997
NOR,FRN,1997
NOR,GMY,1997
NOR,GRC,1997
NOR,HUN,1997
NOR,ICE,1997
NOR,ITA,1997
NOR,LUX,1997
NOR,NTH,1997
NOR,POL,1997
NOR,POR,1997
NOR,SPN,1997
NOR,TUR,1997
NOR,UKG,1997
NOR,USA,1997
NTH,BEL,1997
NTH,CAN,1997
NTH,CZR,1997
NTH,DEN,1997
NTH,FRN,1997
NTH,GMY,1997
NTH,GRC,1997
NTH,HUN,1997
NTH,ICE,1997
NTH,ITA,1997
NTH,LUX,1997
NTH,NOR,1997
NTH,POL,1997
NTH,POR,1997
NTH,SPN,1997
NTH,TUR,1997
NTH,UKG,1997
NTH,USA,1997
OMA,ALG,1997
OMA,BAH,1997
OMA,COM,1997
OMA,DJI,1997
OMA,IRQ,1997
OMA,JOR,1997
OMA,KUW,1997
OMA,LEB,1997
OMA,LIB,1997
OMA,MOR,1997
OMA,QAT,1997
OMA,SAU,1997
OMA,SOM,1997
OMA,SUD,1997
OMA,SYR,1997
OMA,TUN,1997
OMA,UAE,1997
OMA,YEM,1997
PAN,AAB,1997
PAN,ARG,1997
PAN,BAR,1997
PAN,BHM,1997
PAN,BLZ,1997
PAN,BOL,1997
PAN,BRA,1997
PAN,CAN,1997
PAN,CHL,1997
PAN,COL,1997
PAN,COS,1997
PAN,DMA,1997
PAN,DOM,1997
PAN,ECU,1997
PAN,GRN,1997
PAN,GUA,1997
PAN,GUY,1997
PAN,HAI,1997
PAN,HON,1997
PAN,JAM,1997
PAN,MEX,1997
PAN,NIC,1997
PAN,PAR,1997
PAN,PER,1997
PAN,SAL,1997
PAN,SKN,1997
PAN,SLU,1997
PAN,SUR,1997
PAN,SVG,1997
PAN,TRI,1997
PAN,URU,1997
PAN,USA,1997
PAN,VEN,1997
PAR,AAB,1997
PAR,ARG,1997
PAR,BAR,1997
PAR,BHM,1997
PAR,BLZ,1997
PAR,BOL,1997
PAR,BRA,1997
PAR,CAN,1997
PAR,CHL,1997
PAR,COL,1997
PAR,COS,1997
PAR,DMA,1997
PAR,DOM,1997
PAR,ECU,1997
PAR,GRN,1997
PAR,GUA,1997
PAR,GUY,1997
PAR,HAI,1997
PAR,HON,1997
PAR,JAM,1997
PAR,MEX,1997
PAR,NIC,1997
PAR,PAN,1997
PAR,PER,1997
PAR,SAL,1997
PAR,SKN,1997
PAR,SLU,1997
PAR,SUR,1997
PAR,SVG,1997
PAR,TRI,1997
PAR,URU,1997
PAR,USA,1997
PAR,VEN,1997
PER,AAB,1997
PER,ARG,1997
PER,BAR,1997
PER,BHM,1997
PER,BLZ,1997
PER,BOL,1997
PER,BRA,1997
PER,CAN,1997
PER,CHL,1997
PER,COL,1997
PER,COS,1997
PER,DMA,1997
PER,DOM,1997
PER,ECU,1997
PER,GRN,1997
PER,GUA,1997
PER,GUY,1997
PER,HAI,1997
PER,HON,1997
PER,JAM,1997
PER,MEX,1997
PER,NIC,1997
PER,PAN,1997
PER,PAR,1997
PER,SAL,1997
PER,SKN,1997
PER,SLU,1997
PER,SUR,1997
PER,SVG,1997
PER,TRI,1997
PER,URU,1997
PER,USA,1997
PER,VEN,1997
PHI,USA,1997
POL,BEL,1997
POL,CAN,1997
POL,CZR,1997
POL,DEN,1997
POL,FRN,1997
POL,GMY,1997
POL,GRC,1997
POL,HUN,1997
POL,ICE,1997
POL,ITA,1997
POL,LUX,1997
POL,NOR,1997
POL,NTH,1997
POL,POR,1997
POL,SPN,1997
POL,TUR,1997
POL,UKG,1997
POL,USA,1997
POR,BEL,1997
POR,CAN,1997
POR,CZR,1997
POR,DEN,1997
POR,FRN,1997
POR,GMY,1997
POR,GRC,1997
POR,HUN,1997
POR,ICE,1997
POR,ITA,1997
POR,LUX,1997
POR,NOR,1997
POR,NTH,1997
POR,POL,1997
POR,SPN,1997
POR,TUR,1997
POR,UKG,1997
POR,USA,1997
PRK,CHN,1997
PRK,CUB,1997
QAT,ALG,1997
QAT,BAH,1997
QAT,COM,1997
QAT,DJI,1997
QAT,IRQ,1997
QAT,JOR,1997
QAT,KUW,1997
QAT,LEB,1997
QAT,LIB,1997
QAT,MOR,1997
QAT,OMA,1997
QAT,SAU,1997
QAT,SOM,1997
QAT,SUD,1997
QAT,SYR,1997
QAT,TUN,1997
QAT,UAE,1997
QAT,YEM,1997
ROK,USA,1997
RUS,ARM,1997
RUS,AZE,1997
RUS,BLR,1997
RUS,GRG,1997
RUS,KYR,1997
RUS,KZK,1997
RUS,TAJ,1997
RUS,TKM,1997
RUS,UZB,1997
SAL,AAB,1997
SAL,ARG,1997
SAL,BAR,1997
SAL,BHM,1997
SAL,BLZ,1997
SAL,BOL,1997
SAL,BRA,1997
SAL,CAN,1997
SAL,CHL,1997
SAL,COL,1997
SAL,COS,1997
SAL,DMA,1997
SAL,DOM,1997
SAL,ECU,1997
SAL,GRN,1997
SAL,GUA,1997
SAL,GUY,1997
SAL,HAI,1997
SAL,HON,1997
SAL,JAM,1997
SAL,MEX,1997
SAL,NIC,1997
SAL,PAN,1997
SAL,PAR,1997
SAL,PER,1997
SAL,SKN,1997
SAL,SLU,1997
SAL,SUR,1997
SAL,SVG,1997
SAL,TRI,1997
SAL,URU,1997
SAL,USA,1997
SAL,VEN,1997
SAU,ALG,1997
SAU,BAH,1997
SAU,COM,1997
SAU,DJI,1997
SAU,IRQ,1997
SAU,JOR,1997
SAU,KUW,1997
SAU,LEB,1997
SAU,LIB,1997
SAU,MOR,1997
SAU,OMA,1997
SAU,QAT,1997
SAU,SOM,1997
SAU,SUD,1997
SAU,SYR,1997
SAU,TUN,1997
SAU,UAE,1997
SAU,YEM,1997
SEN,BEN,1997
SEN,BFO,1997
SEN,CDI,1997
SEN,FRN,1997
SEN,GAM,1997
SEN,GHA,1997
SEN,GNB,1997
SEN,GUI,1997
SEN,LBR,1997
SEN,MAA,1997
SEN,MLI,1997
SEN,NIG,1997
SEN,NIR,1997
SEN,SIE,1997
SEN,TOG,1997
SIE,BEN,1997
SIE,BFO,1997
SIE,CDI,1997
SIE,GAM,1997
SIE,GHA,1997
SIE,GNB,1997
SIE,GUI,1997
SIE,LBR,1997
SIE,MAA,1997
SIE,NIG,1997
SIE,NIR,1997
SIE,SEN,1997
SIE,TOG,1997
SKN,AAB,1997
SKN,ARG,1997
SKN,BAR,1997
SKN,BHM,1997
SKN,BLZ,1997
SKN,BOL,1997
SKN,BRA,1997
SKN,CAN,1997
SKN,CHL,1997
SKN,COL,1997
SKN,COS,1997
SKN,DMA,1997
SKN,DOM,1997
SKN,ECU,1997
SKN,GRN,1997
SKN,GUA,1997
SKN,GUY,1997
SKN,HAI,1997
SKN,HON,1997
SKN,JAM,1997
SKN,MEX,1997
SKN,NIC,1997
SKN,PAN,1997
SKN,PAR,1997
SKN,PER,1997
SKN,SAL,1997
SKN,SLU,1997
SKN,SUR,1997
SKN,SVG,1997
SKN,TRI,1997
SKN,URU,1997
SKN,USA,1997
SKN,VEN,1997
SLO,CZR,1997
SLU,AAB,1997
SLU,ARG,1997
SLU,BAR,1997
SLU,BHM,1997
SLU,BLZ,1997
SLU,BOL,1997
SLU,BRA,1997
SLU,CAN,1997
SLU,CHL,1997
SLU,COL,1997
SLU,COS,1997
SLU,DMA,1997
SLU,DOM,1997
SLU,ECU,1997
SLU,GRN,1997
SLU,GUA,1997
SLU,GUY,1997
SLU,HAI,1997
SLU,HON,1997
SLU,JAM,1997
SLU,MEX,1997
SLU,NIC,1997
SLU,PAN,1997
SLU,PAR,1997
SLU,PER,1997
SLU,SAL,1997
SLU,SKN,1997
SLU,SUR,1997
SLU,SVG,1997
SLU,TRI,1997
SLU,URU,1997
SLU,USA,1997
SLU,VEN,1997
SOM,ALG,1997
SOM,BAH,1997
SOM,COM,1997
SOM,DJI,1997
SOM,IRQ,1997
SOM,JOR,1997
SOM,KUW,1997
SOM,LEB,1997
SOM,LIB,1997
SOM,MOR,1997
SOM,OMA,1997
SOM,QAT,1997
SOM,SAU,1997
SOM,SUD,1997
SOM,SYR,1997
SOM,TUN,1997
SOM,UAE,1997
SOM,YEM,1997
SPN,BEL,1997
SPN,CAN,1997
SPN,CZR,1997
SPN,DEN,1997
SPN,FRN,1997
SPN,GMY,1997
SPN,GRC,1997
SPN,HUN,1997
SPN,ICE,1997
SPN,ITA,1997
SPN,LUX,1997
SPN,NOR,1997
SPN,NTH,1997
SPN,POL,1997
SPN,POR,1997
SPN,TUR,1997
SPN,UKG,1997
SPN,USA,1997
SUD,ALG,1997
SUD,BAH,1997
SUD,COM,1997
SUD,DJI,1997
SUD,IRQ,1997
SUD,JOR,1997
SUD,KUW,1997
SUD,LEB,1997
SUD,LIB,1997
SUD,MOR,1997
SUD,OMA,1997
SUD,QAT,1997
SUD,SAU,1997
SUD,SOM,1997
SUD,SYR,1997
SUD,TUN,1997
SUD,UAE,1997
SUD,YEM,1997
SUR,AAB,1997
SUR,ARG,1997
SUR,BAR,1997
SUR,BHM,1997
SUR,BLZ,1997
SUR,BOL,1997
SUR,BRA,1997
SUR,CAN,1997
SUR,CHL,1997
SUR,COL,1997
SUR,COS,1997
SUR,DMA,1997
SUR,DOM,1997
SUR,ECU,1997
SUR,GRN,1997
SUR,GUA,1997
SUR,GUY,1997
SUR,HAI,1997
SUR,HON,1997
SUR,JAM,1997
SUR,MEX,1997
SUR,NIC,1997
SUR,PAN,1997
SUR,PAR,1997
SUR,PER,1997
SUR,SAL,1997
SUR,SKN,1997
SUR,SLU,1997
SUR,SVG,1997
SUR,TRI,1997
SUR,URU,1997
SUR,USA,1997
SUR,VEN,1997
SVG,AAB,1997
SVG,ARG,1997
SVG,BAR,1997
SVG,BHM,1997
SVG,BLZ,1997
SVG,BOL,1997
SVG,BRA,1997
SVG,CAN,1997
SVG,CHL,1997
SVG,COL,1997
SVG,COS,1997
SVG,DMA,1997
SVG,DOM,1997
SVG,ECU,1997
SVG,GRN,1997
SVG,GUA,1997
SVG,GUY,1997
SVG,HAI,1997
SVG,HON,1997
SVG,JAM,1997
SVG,MEX,1997
SVG,NIC,1997
SVG,PAN,1997
SVG,PAR,1997
SVG,PER,1997
SVG,SAL,1997
SVG,SKN,1997
SVG,SLU,1997
SVG,SUR,1997
SVG,TRI,1997
SVG,URU,1997
SVG,USA,1997
SVG,VEN,1997
SYR,ALG,1997
SYR,BAH,1997
SYR,COM,1997
SYR,DJI,1997
SYR,IRQ,1997
SYR,JOR,1997
SYR,KUW,1997
SYR,LEB,1997
SYR,LIB,1997
SYR,MOR,1997
SYR,OMA,1997
SYR,QAT,1997
SYR,SAU,1997
SYR,SOM,1997
SYR,SUD,1997
SYR,TUN,1997
SYR,UAE,1997
SYR,YEM,1997
TAJ,ARM,1997
TAJ,AZE,1997
TAJ,BLR,1997
TAJ,GRG,1997
TAJ,KYR,1997
TAJ,KZK,1997
TAJ,RUS,1997
TAJ,UZB,1997
TKM,RUS,1997
TOG,BEN,1997
TOG,BFO,1997
TOG,CDI,1997
TOG,GAM,1997
TOG,GHA,1997
TOG,GNB,1997
TOG,GUI,1997
TOG,LBR,1997
TOG,MAA,1997
TOG,MLI,1997
TOG,NIG,1997
TOG,NIR,1997
TOG,SEN,1997
TOG,SIE,1997
TRI,AAB,1997
TRI,ARG,1997
TRI,BAR,1997
TRI,BHM,1997
TRI,BLZ,1997
TRI,BOL,1997
TRI,BRA,1997
TRI,CAN,1997
TRI,CHL,1997
TRI,COL,1997
TRI,COS,1997
TRI,DMA,1997
TRI,DOM,1997
TRI,ECU,1997
TRI,GRN,1997
TRI,GUA,1997
TRI,GUY,1997
TRI,HAI,1997
TRI,HON,1997
TRI,JAM,1997
TRI,MEX,1997
TRI,NIC,1997
TRI,PAN,1997
TRI,PAR,1997
TRI,PER,1997
TRI,SAL,1997
TRI,SKN,1997
TRI,SLU,1997
TRI,SUR,1997
TRI,SVG,1997
TRI,URU,1997
TRI,USA,1997
TRI,VEN,1997
TUN,ALG,1997
TUN,BAH,1997
TUN,COM,1997
TUN,DJI,1997
TUN,IRQ,1997
TUN,JOR,1997
TUN,KUW,1997
TUN,LEB,1997
TUN,LIB,1997
TUN,MAA,1997
TUN,MOR,1997
TUN,OMA,1997
TUN,QAT,1997
TUN,SAU,1997
TUN,SOM,1997
TUN,SUD,1997
TUN,SYR,1997
TUN,UAE,1997
TUN,YEM,1997
TUR,AZE,1997
TUR,BEL,1997
TUR,CAN,1997
TUR,CZR,1997
TUR,DEN,1997
TUR,FRN,1997
TUR,GMY,1997
TUR,GRC,1997
TUR,HUN,1997
TUR,ICE,1997
TUR,ITA,1997
TUR,LUX,1997
TUR,NOR,1997
TUR,NTH,1997
TUR,POL,1997
TUR,POR,1997
TUR,SPN,1997
TUR,UKG,1997
TUR,USA,1997
UAE,ALG,1997
UAE,BAH,1997
UAE,COM,1997
UAE,DJI,1997
UAE,IRQ,1997
UAE,JOR,1997
UAE,KUW,1997
UAE,LEB,1997
UAE,LIB,1997
UAE,MOR,1997
UAE,OMA,1997
UAE,QAT,1997
UAE,SAU,1997
UAE,SOM,1997
UAE,SUD,1997
UAE,SYR,1997
UAE,TUN,1997
UAE,YEM,1997
UKG,BEL,1997
UKG,CAN,1997
UKG,CZR,1997
UKG,DEN,1997
UKG,FRN,1997
UKG,GMY,1997
UKG,GRC,1997
UKG,HUN,1997
UKG,ICE,1997
UKG,ITA,1997
UKG,LUX,1997
UKG,NOR,1997
UKG,NTH,1997
UKG,POL,1997
UKG,POR,1997
UKG,SPN,1997
UKG,TUR,1997
UKG,USA,1997
URU,AAB,1997
URU,ARG,1997
URU,BAR,1997
URU,BHM,1997
URU,BLZ,1997
URU,BOL,1997
URU,BRA,1997
URU,CAN,1997
URU,CHL,1997
URU,COL,1997
URU,COS,1997
URU,DMA,1997
URU,DOM,1997
URU,ECU,1997
URU,GRN,1997
URU,GUA,1997
URU,GUY,1997
URU,HAI,1997
URU,HON,1997
URU,JAM,1997
URU,MEX,1997
URU,NIC,1997
URU,PAN,1997
URU,PAR,1997
URU,PER,1997
URU,SAL,1997
URU,SKN,1997
URU,SLU,1997
URU,SUR,1997
URU,SVG,1997
URU,TRI,1997
URU,USA,1997
URU,VEN,1997
USA,AAB,1997
USA,ARG,1997
USA,AUL,1997
USA,BAR,1997
USA,BEL,1997
USA,BHM,1997
USA,BLZ,1997
USA,BOL,1997
USA,BRA,1997
USA,CAN,1997
USA,CHL,1997
USA,COL,1997
USA,COS,1997
USA,CZR,1997
USA,DEN,1997
USA,DMA,1997
USA,DOM,1997
USA,ECU,1997
USA,FRN,1997
USA,GMY,1997
USA,GRC,1997
USA,GRN,1997
USA,GUA,1997
USA,GUY,1997
USA,HAI,1997
USA,HON,1997
USA,HUN,1997
USA,ICE,1997
USA,ITA,1997
USA,JAM,1997
USA,JPN,1997
USA,LUX,1997
USA,MEX,1997
USA,NIC,1997
USA,NOR,1997
USA,NTH,1997
USA,PAK,1997
USA,PAN,1997
USA,PAR,1997
USA,PER,1997
USA,PHI,1997
USA,POL,1997
USA,POR,1997
USA,ROK,1997
USA,SAL,1997
USA,SKN,1997
USA,SLU,1997
USA,SPN,1997
USA,SUR,1997
USA,SVG,1997
USA,TRI,1997
USA,TUR,1997
USA,UKG,1997
USA,URU,1997
USA,VEN,1997
UZB,ARM,1997
UZB,AZE,1997
UZB,BLR,1997
UZB,GRG,1997
UZB,KYR,1997
UZB,KZK,1997
UZB,RUS,1997
UZB,TAJ,1997
VEN,AAB,1997
VEN,ARG,1997
VEN,BAR,1997
VEN,BHM,1997
VEN,BLZ,1997
VEN,BOL,1997
VEN,BRA,1997
VEN,CAN,1997
VEN,CHL,1997
VEN,COL,1997
VEN,COS,1997
VEN,DMA,1997
VEN,DOM,1997
VEN,ECU,1997
VEN,GRN,1997
VEN,GUA,1997
VEN,GUY,1997
VEN,HAI,1997
VEN,HON,1997
VEN,JAM,1997
VEN,MEX,1997
VEN,NIC,1997
VEN,PAN,1997
VEN,PAR,1997
VEN,PER,1997
VEN,SAL,1997
VEN,SKN,1997
VEN,SLU,1997
VEN,SUR,1997
VEN,SVG,1997
VEN,TRI,1997
VEN,URU,1997
VEN,USA,1997
YEM,ALG,1997
YEM,BAH,1997
YEM,COM,1997
YEM,DJI,1997
YEM,IRQ,1997
YEM,JOR,1997
YEM,KUW,1997
YEM,LEB,1997
YEM,LIB,1997
YEM,MOR,1997
YEM,OMA,1997
YEM,QAT,1997
YEM,SAU,1997
YEM,SOM,1997
YEM,SUD,1997
YEM,SYR,1997
YEM,TUN,1997
YEM,UAE,1997
AAB,ARG,2002
AAB,BAR,2002
AAB,BHM,2002
AAB,BLZ,2002
AAB,BOL,2002
AAB,BRA,2002
AAB,CAN,2002
AAB,CHL,2002
AAB,COL,2002
AAB,COS,2002
AAB,DMA,2002
AAB,DOM,2002
AAB,ECU,2002
AAB,GRN,2002
AAB,GUA,2002
AAB,GUY,2002
AAB,HAI,2002
AAB,HON,2002
AAB,JAM,2002
AAB,MEX,2002
AAB,NIC,2002
AAB,PAN,2002
AAB,PAR,2002
AAB,PER,2002
AAB,SAL,2002
AAB,SKN,2002
AAB,SLU,2002
AAB,SUR,2002
AAB,SVG,2002
AAB,TRI,2002
AAB,URU,2002
AAB,USA,2002
AAB,VEN,2002
ALG,BAH,2002
ALG,COM,2002
ALG,DJI,2002
ALG,IRQ,2002
ALG,JOR,2002
ALG,KUW,2002
ALG,LEB,2002
ALG,LIB,2002
ALG,MAA,2002
ALG,MOR,2002
ALG,OMA,2002
ALG,QAT,2002
ALG,SAU,2002
ALG,SOM,2002
ALG,SUD,2002
ALG,SYR,2002
ALG,TUN,2002
ALG,UAE,2002
ALG,YEM,2002
ANG,BUI,2002
ANG,CAO,2002
ANG,CEN,2002
ANG,CHA,2002
ANG,CON,2002
ANG,DRC,2002
ANG,EQG,2002
ANG,GAB,2002
ANG,RWA,2002
ANG,STP,2002
ARG,AAB,2002
ARG,BAR,2002
ARG,BHM,2002
ARG,BLZ,2002
ARG,BOL,2002
ARG,BRA,2002
ARG,CAN,2002
ARG,CHL,2002
ARG,COL,2002
ARG,COS,2002
ARG,DMA,2002
ARG,DOM,2002
ARG,ECU,2002
ARG,GRN,2002
ARG,GUA,2002
ARG,GUY,2002
ARG,HAI,2002
ARG,HON,2002
ARG,JAM,2002
ARG,MEX,2002
ARG,NIC,2002
ARG,PAN,2002
ARG,PAR,2002
ARG,PER,2002
ARG,SAL,2002
ARG,SKN,2002
ARG,SLU,2002
ARG,SUR,2002
ARG,SVG,2002
ARG,TRI,2002
ARG,URU,2002
ARG,USA,2002
ARG,VEN,2002
ARM,AZE,2002
ARM,BLR,2002
ARM,GRG,2002
ARM,KYR,2002
ARM,KZK,2002
ARM,RUS,2002
ARM,TAJ,2002
ARM,UZB,2002
AUL,USA,2002
AZE,ARM,2002
AZE,BLR,2002
AZE,GRG,2002
AZE,KYR,2002
AZE,KZK,2002
AZE,RUS,2002
AZE,TAJ,2002
AZE,TUR,2002
AZE,UZB,2002
BAH,ALG,2002
BAH,COM,2002
BAH,DJI,2002
BAH,IRQ,2002
BAH,JOR,2002
BAH,KUW,2002
BAH,LEB,2002
BAH,LIB,2002
BAH,MOR,2002
BAH,OMA,2002
BAH,QAT,2002
BAH,SAU,2002
BAH,SOM,2002
BAH,SUD,2002
BAH,SYR,2002
BAH,TUN,2002
BAH,UAE,2002
BAH,YEM,2002
BAR,AAB,2002
BAR,ARG,2002
BAR,BHM,2002
BAR,BLZ,2002
BAR,BOL,2002
BAR,BRA,2002
BAR,CAN,2002
BAR,CHL,2002
BAR,COL,2002
BAR,COS,2002
BAR,DMA,2002
BAR,DOM,2002
BAR,ECU,2002
BAR,GRN,2002
BAR,GUA,2002
BAR,GUY,2002
BAR,HAI,2002
BAR,HON,2002
BAR,JAM,2002
BAR,MEX,2002
BAR,NIC,2002
BAR,PAN,2002
BAR,PAR,2002
BAR,PER,2002
BAR,SAL,2002
BAR,SKN,2002
BAR,SLU,2002
BAR,SUR,2002
BAR,SVG,2002
BAR,TRI,2002
BAR,URU,2002
BAR,USA,2002
BAR,VEN,2002
BEL,CAN,2002
BEL,CZR,2002
BEL,DEN,2002
BEL,FRN,2002
BEL,GMY,2002
BEL,GRC,2002
BEL,HUN,2002
BEL,ICE,2002
BEL,ITA,2002
BEL,LUX,2002
BEL,NOR,2002
BEL,NTH,2002
BEL,POL,2002
BEL,POR,2002
BEL,SPN,2002
BEL,TUR,2002
BEL,UKG,2002
BEL,USA,2002
BEN,BFO,2002
BEN,CDI,2002
BEN,GAM,2002
BEN,GHA,2002
BEN,GNB,2002
BEN,GUI,2002
BEN,LBR,2002
BEN,MAA,2002
BEN,NIG,2002
BEN,NIR,2002
BEN,SEN,2002
BEN,SIE,2002
BEN,TOG,2002
BFO,BEN,2002
BFO,CDI,2002
BFO,GAM,2002
BFO,GHA,2002
BFO,GNB,2002
BFO,GUI,2002
BFO,LBR,2002
BFO,MAA,2002
BFO,NIG,2002
BFO,NIR,2002
BFO,SEN,2002
BFO,SIE,2002
BFO,TOG,2002
BHM,AAB,2002
BHM,ARG,2002
BHM,BAR,2002
BHM,BLZ,2002
BHM,BOL,2002
BHM,BRA,2002
BHM,CAN,2002
BHM,CHL,2002
BHM,COL,2002
BHM,COS,2002
BHM,DMA,2002
BHM,DOM,2002
BHM,ECU,2002
BHM,GRN,2002
BHM,GUA,2002
BHM,GUY,2002
BHM,HAI,2002
BHM,HON,2002
BHM,JAM,2002
BHM,MEX,2002
BHM,NIC,2002
BHM,PAN,2002
BHM,PAR,2002
BHM,PER,2002
BHM,SAL,2002
BHM,SKN,2002
BHM,SLU,2002
BHM,SUR,2002
BHM,SVG,2002
BHM,TRI,2002
BHM,URU,2002
BHM,USA,2002
BHM,VEN,2002
BLR,ARM,2002
BLR,AZE,2002
BLR,GRG,2002
BLR,KYR,2002
BLR,KZK,2002
BLR,RUS,2002
BLR,TAJ,2002
BLR,UZB,2002
BLZ,AAB,2002
BLZ,ARG,2002
BLZ,BAR,2002
BLZ,BHM,2002
BLZ,BOL,2002
BLZ,BRA,2002
BLZ,CAN,2002
BLZ,CHL,2002
BLZ,COL,2002
BLZ,COS,2002
BLZ,DMA,2002
BLZ,DOM,2002
BLZ,ECU,2002
BLZ,GRN,2002
BLZ,GUA,2002
BLZ,GUY,2002
BLZ,HAI,2002
BLZ,HON,2002
BLZ,JAM,2002
BLZ,MEX,2002
BLZ,NIC,2002
BLZ,PAN,2002
BLZ,PAR,2002
BLZ,PER,2002
BLZ,SAL,2002
BLZ,SKN,2002
BLZ,SLU,2002
BLZ,SUR,2002
BLZ,SVG,2002
BLZ,TRI,2002
BLZ,URU,2002
BLZ,USA,2002
BLZ,VEN,2002
BOL,AAB,2002
BOL,ARG,2002
BOL,BAR,2002
BOL,BHM,2002
BOL,BLZ,2002
BOL,BRA,2002
BOL,CAN,2002
BOL,CHL,2002
BOL,COL,2002
BOL,COS,2002
BOL,DMA,2002
BOL,DOM,2002
BOL,ECU,2002
BOL,GRN,2002
BOL,GUA,2002
BOL,GUY,2002
BOL,HAI,2002
BOL,HON,2002
BOL,JAM,2002
BOL,MEX,2002
BOL,NIC,2002
BOL,PAN,2002
BOL,PAR,2002
BOL,PER,2002
BOL,SAL,2002
BOL,SKN,2002
BOL,SLU,2002
BOL,SUR,2002
BOL,SVG,2002
BOL,TRI,2002
BOL,URU,2002
BOL,USA,2002
BOL,VEN,2002
BOS,CRO,2002
BRA,AAB,2002
BRA,ARG,2002
BRA,BAR,2002
BRA,BHM,2002
BRA,BLZ,2002
BRA,BOL,2002
BRA,CAN,2002
BRA,CHL,2002
BRA,COL,2002
BRA,COS,2002
BRA,DMA,2002
BRA,DOM,2002
BRA,ECU,2002
BRA,GRN,2002
BRA,GUA,2002
BRA,GUY,2002
BRA,HAI,2002
BRA,HON,2002
BRA,JAM,2002
BRA,MEX,2002
BRA,NIC,2002
BRA,PAN,2002
BRA,PAR,2002
BRA,PER,2002
BRA,SAL,2002
BRA,SKN,2002
BRA,SLU,2002
BRA,SUR,2002
BRA,SVG,2002
BRA,TRI,2002
BRA,URU,2002
BRA,USA,2002
BRA,VEN,2002
BUI,ANG,2002
BUI,CAO,2002
BUI,CEN,2002
BUI,CHA,2002
BUI,CON,2002
BUI,DRC,2002
BUI,EQG,2002
BUI,GAB,2002
BUI,RWA,2002
BUI,STP,2002
CAN,AAB,2002
CAN,ARG,2002
CAN,BAH,2002
CAN,BAR,2002
CAN,BEL,2002
CAN,BHM,2002
CAN,BLZ,2002
CAN,BOL,2002
CAN,BRA,2002
CAN,CHL,2002
CAN,COL,2002
CAN,COS,2002
CAN,CZR,2002
CAN,DEN,2002
CAN,DMA,2002
CAN,DOM,2002
CAN,ECU,2002
CAN,FRN,2002
CAN,GMY,2002
CAN,GRC,2002
CAN,GRN,2002
CAN,GUA,2002
CAN,GUY,2002
CAN,HAI,2002
CAN,HON,2002
CAN,HUN,2002
CAN,ICE,2002
CAN,ITA,2002
CAN,JAM,2002
CAN,LUX,2002
CAN,MEX,2002
CAN,NIC,2002
CAN,NOR,2002
CAN,NTH,2002
CAN,PAN,2002
CAN,PAR,2002
CAN,PER,2002
CAN,POL,2002
CAN,POR,2002
CAN,SAL,2002
CAN,SKN,2002
CAN,SLU,2002
CAN,SPN,2002
CAN,SUR,2002
CAN,SVG,2002
CAN,TRI,2002
CAN,TUR,2002
CAN,UKG,2002
CAN,URU,2002
CAN,USA,2002
CAN,VEN,2002
CAO,ANG,2002
CAO,BUI,2002
CAO,CEN,2002
CAO,CHA,2002
CAO,CON,2002
CAO,DRC,2002
CAO,EQG,2002
CAO,GAB,2002
CAO,RWA,2002
CAO,STP,2002
CDI,BEN,2002
CDI,BFO,2002
CDI,GAM,2002
CDI,GHA,2002
CDI,GNB,2002
CDI,GUI,2002
CDI,LBR,2002
CDI,MAA,2002
CDI,NIG,2002
CDI,NIR,2002
CDI,SEN,2002
CDI,SIE,2002
CDI,TOG,2002
CEN,ANG,2002
CEN,BUI,2002
CEN,CAO,2002
CEN,CHA,2002
CEN,CON,2002
CEN,DRC,2002
CEN,EQG,2002
CEN,FRN,2002
CEN,GAB,2002
CEN,RWA,2002
CEN,STP,2002
CHA,ANG,2002
CHA,BUI,2002
CHA,CAO,2002
CHA,CEN,2002
CHA,CON,2002
CHA,DRC,2002
CHA,EQG,2002
CHA,GAB,2002
CHA,RWA,2002
CHA,STP,2002
CHL,AAB,2002
CHL,ARG,2002
CHL,BAR,2002
CHL,BHM,2002
CHL,BLZ,2002
CHL,BOL,2002
CHL,BRA,2002
CHL,CAN,2002
CHL,COL,2002
CHL,COS,2002
CHL,DMA,2002
CHL,DOM,2002
CHL,ECU,2002
CHL,GRN,2002
